City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,tallahassee,30.4383,-84.2807,12.96,93,0,2.57,US,1712568194
302,port isabel,26.0734,-97.2086,23.9,97,100,3.6,US,1712568846
303,zapata,26.9073,-99.2714,23.06,88,100,2.06,US,1712568558
304,hannibal,39.7084,-91.3585,11.53,50,40,3.09,US,1712568777
305,butembo,0.15,29.2833,19.62,86,99,0.49,CD,1712568847
306,chinchani,19.8667,72.7,31.18,48,0,5.91,IN,1712568847
307,sirsilla,18.3833,78.8333,38.78,19,30,6.09,IN,1712568848
308,bandon,51.7469,-8.7425,5.77,97,100,9.78,IE,1712568848
309,taoudenni,22.6783,-3.9836,35.1,11,69,4.02,ML,1712568848
310,hutchinson,38.0608,-97.9298,6.44,67,0,3.09,US,1712568799
311,kapuskasing,49.4169,-82.4331,-2.95,93,0,1.03,CA,1712568849
312,valpoy,15.5333,74.1333,38.4,19,5,5.17,IN,1712568849
313,ambon,-3.6954,128.1814,28.26,95,20,0.0,ID,1712568849
314,minas de marcona,-15.2119,-75.1103,16.63,87,100,3.64,PE,1712568849
315,korfez,40.7767,29.7297,17.49,55,4,7.17,TR,1712568849
316,port alfred,-33.5906,26.891,18.43,95,100,0.45,ZA,1712568850
317,al muwayh,22.4333,41.7583,29.37,34,84,2.45,SA,1712568850
318,luderitz,-26.6481,15.1594,16.61,82,99,5.14,NA,1712568850
319,portland,45.5234,-122.6762,8.19,93,100,1.34,US,1712568684
320,prado,-17.3411,-39.2208,24.15,84,84,1.45,BR,1712568850
321,marsh harbour,26.5412,-77.0636,20.15,60,71,6.41,BS,1712568851
322,margate,51.3813,1.3862,13.26,82,100,3.13,GB,1712568851
323,taulaga,-11.0553,-171.0883,30.09,74,12,4.47,AS,1712568851
324,maceio,-9.6658,-35.7353,24.69,94,0,1.54,BR,1712568727
325,hotan,37.0997,79.9269,22.25,9,0,2.98,CN,1712568851
326,tsiombe,-25.3,45.4833,22.57,67,100,6.3,MG,1712568852
327,bealanana,-14.55,48.7333,26.79,63,50,1.97,MG,1712568852
328,ola,59.5833,151.2833,0.63,86,85,8.68,RU,1712568852
329,babayevo,59.3936,35.9371,14.29,54,75,5.98,RU,1712568852
330,ormara,25.2088,64.6357,25.87,68,0,8.05,PK,1712568852
331,leh,34.1667,77.5833,-1.92,42,38,1.14,IN,1712568853
332,saucillo,28.0167,-105.2833,13.27,15,0,2.21,MX,1712568853
333,santa maria del oro,25.9333,-105.3667,10.23,27,99,2.09,MX,1712568853
334,dakhla,23.6848,-15.958,19.01,72,0,9.26,EH,1712568853
335,airuk,7.2772,168.8203,27.64,86,66,10.04,MH,1712568853
336,errachidia,31.9275,-4.4285,27.03,9,4,7.2,MA,1712568854
337,pisco,-13.7,-76.2167,21.03,83,0,1.54,PE,1712568846
338,camana,-16.6228,-72.7111,20.6,92,100,3.02,PE,1712568854
339,quellon,-43.1167,-73.6167,8.69,89,93,2.65,CL,1712568854
340,lahij,13.1667,44.5833,33.12,29,29,6.07,YE,1712568854
341,tanout,14.9709,8.8879,37.66,8,97,8.71,NE,1712568854
342,san borja,-14.8167,-66.85,22.9,99,71,0.81,BO,1712568559
343,nar'yan-mar,67.6713,53.087,-8.27,81,8,4.02,RU,1712568855
344,messaad,34.1543,3.5031,26.18,13,100,5.61,DZ,1712568855
345,serowe,-22.3833,26.7167,18.26,93,100,5.55,BW,1712568855
346,taroa,8.7058,171.2275,27.38,86,32,9.68,MH,1712568856
347,forster,-32.1667,152.5167,18.54,96,100,1.31,AU,1712568651
348,patancheru,17.5314,78.265,35.48,17,20,6.25,IN,1712568856
349,nogliki,51.8333,143.1667,0.19,81,97,2.68,RU,1712568856
350,kumhari,21.2667,81.5167,28.19,27,75,3.89,IN,1712568856
351,barbacoas,1.6715,-78.1398,24.0,97,98,0.59,CO,1712568856
352,copertino,40.2715,18.0565,24.04,50,0,5.14,IT,1712568857
353,olinda,-8.0089,-34.8553,25.85,94,40,2.57,BR,1712568841
354,tiflet,33.8947,-6.3065,16.33,67,69,1.86,MA,1712568857
355,waounde,15.2637,-12.8682,35.44,14,2,6.35,SN,1712568858
356,puerto baquerizo moreno,-0.9,-89.6,24.67,88,75,2.07,EC,1712568858
357,argo,37.6333,22.7333,19.9,41,0,10.81,GR,1712568858
358,decazeville,44.5605,2.2509,19.38,44,82,1.88,FR,1712568858
359,gaspe,48.8334,-64.4819,-1.88,86,75,0.0,CA,1712568782
360,princeville,45.7668,-61.2985,1.06,90,0,3.09,CA,1712568859
361,cromwell,41.5951,-72.6454,5.29,82,0,0.0,US,1712568859
362,wanning,18.8003,110.3967,27.8,76,8,4.34,CN,1712568859
363,kegen,43.0197,79.2203,10.01,40,13,3.12,KZ,1712568859
364,arkalyk,50.2486,66.9114,14.07,41,51,7.4,KZ,1712568860
365,riachao das neves,-11.7461,-44.91,21.39,95,20,0.64,BR,1712568860
366,boden,65.8252,21.6886,1.0,100,98,2.53,SE,1712568860
367,mantua,45.1667,10.7833,22.97,71,100,0.89,IT,1712568860
368,vadso,70.0744,29.7487,-2.91,80,75,6.17,NO,1712568860
369,carros,43.7894,7.184,21.54,50,0,3.09,FR,1712568861
370,carbonear,47.7332,-53.2148,0.23,93,99,9.08,CA,1712568861
371,gazipasa,36.2694,32.3179,21.05,56,0,4.63,TR,1712568861
372,ambalangoda,6.2355,80.0538,29.76,70,100,3.05,LK,1712568861
373,tara,56.8944,74.371,2.1,96,100,3.54,RU,1712568708
374,kone,-21.0595,164.8658,22.62,87,44,2.17,NC,1712568862
375,margherita,27.2833,95.6833,30.16,51,95,1.29,IN,1712568718
376,gryfino,53.2524,14.4883,21.42,55,98,1.63,PL,1712568862
377,prince rupert,54.3161,-130.3201,6.83,85,100,11.32,CA,1712568862
378,aksuat,48.7167,83.7,15.9,37,100,1.04,KZ,1712568863
379,strelka,58.0728,93.0344,0.74,66,43,2.93,RU,1712568863
380,kirkland lake,48.1446,-80.0377,-5.84,93,29,0.0,CA,1712568863
381,tazacorte,28.629,-17.9293,19.54,79,40,5.66,ES,1712568863
382,bouafle,6.9904,-5.7442,28.01,62,87,1.59,CI,1712568864
383,raja,8.4596,25.678,35.48,27,85,1.47,SS,1712568864
384,lautoka,-17.6167,177.4667,26.92,74,75,3.6,FJ,1712568864
385,gustavia,17.8962,-62.8498,25.79,83,0,0.89,BL,1712568759
386,kulu,39.0951,33.0799,8.37,73,100,6.23,TR,1712568865
387,chinde,26.8418,88.0763,29.08,10,85,4.6,NP,1712568865
388,patong,7.8961,98.2966,34.08,70,36,5.98,TH,1712568865
389,sayat,38.7839,63.8803,25.93,13,87,2.04,TM,1712568865
390,nsanje,-16.92,35.262,32.98,47,62,1.95,MW,1712568865
391,hartford,41.7668,-72.7662,4.84,77,0,0.89,US,1712568579
392,cox's bazar,21.4532,91.9798,32.76,46,4,7.57,BD,1712568866
393,marand,38.4329,45.7749,12.58,59,100,2.2,IR,1712568866
394,le lavandou,43.137,6.366,23.19,46,0,4.63,FR,1712568866
395,arroyo,41.6096,-4.7969,14.56,56,40,7.72,ES,1712568866
396,choyr,46.3611,108.3611,12.15,35,75,5.23,MN,1712568866
397,nemuro,43.3236,145.575,4.3,100,100,5.83,JP,1712568866
398,kewanee,41.2456,-89.9248,10.99,78,0,5.25,US,1712568867
399,erenhot,43.6475,111.9767,15.21,32,100,6.26,CN,1712568629
400,hilo,19.7297,-155.09,21.72,91,100,1.34,US,1712568785
401,pitkyaranta,61.5734,31.4792,4.17,98,68,4.8,RU,1712568867
402,sao felix do xingu,-6.6447,-51.995,22.53,100,99,0.55,BR,1712568867
403,motueka,-41.1333,173.0167,11.01,91,5,1.61,NZ,1712568867
404,mata-utu,-13.2816,-176.1745,29.5,78,36,6.37,WF,1712568868
405,egersund,58.4513,5.9997,11.63,87,99,3.55,NO,1712568868
406,terme,41.2092,36.9739,14.96,64,40,5.25,TR,1712568868
407,buka,40.8108,69.1986,25.27,24,51,2.69,UZ,1712568868
408,fukuecho,32.6881,128.8419,15.2,94,75,8.75,JP,1712568868
409,roma,43.2128,-75.4557,4.37,80,0,1.54,US,1712568860
410,greymouth,-42.4667,171.2,10.62,87,24,2.12,NZ,1712568869
411,parnaiba,-2.9047,-41.7767,24.06,95,100,0.82,BR,1712568869
412,loreto,22.2667,-101.9667,13.2,31,21,2.06,MX,1712568869
413,itaguai,-22.8522,-43.7753,21.79,94,0,2.57,BR,1712568725
414,pemangkat,1.1667,108.9667,29.03,73,66,4.17,ID,1712568870
415,pocone,-16.2567,-56.6228,23.8,90,72,2.04,BR,1712568870
416,makhambet,47.6667,51.5833,16.03,45,12,3.56,KZ,1712568870
417,kencong,-8.2833,113.3667,27.78,80,100,1.69,ID,1712568870
418,malvan,16.0667,73.4667,30.48,54,4,7.86,IN,1712568871
419,tonota,-21.4833,27.4833,20.25,87,100,4.82,BW,1712568871
420,haiku-pauwela,20.9219,-156.3051,22.25,78,0,6.69,US,1712568800
421,saint-leu,-21.15,55.2833,29.46,81,14,3.69,RE,1712568871
422,codrington,-38.2667,141.9667,12.91,62,87,6.48,AU,1712568871
423,badiyah,22.45,58.8,34.93,15,3,3.4,OM,1712568871
424,narasannapeta,18.4167,84.05,32.11,47,2,7.17,IN,1712568872
425,mouila,-1.8685,11.0559,25.34,92,100,0.27,GA,1712568872
426,rouissat,31.9243,5.3502,30.04,7,0,2.06,DZ,1712568872
427,isangel,-19.55,169.2667,24.06,94,75,0.0,VU,1712568857
428,cedeira,43.6797,-8.0209,11.32,73,100,8.32,ES,1712568872
429,lazaro cardenas,17.9583,-102.2,21.06,87,25,1.91,MX,1712568872
430,pisz,53.6274,21.8125,21.77,59,100,3.57,PL,1712568873
431,bakau,13.4781,-16.6819,26.08,57,0,4.12,GM,1712568873
432,nizhny tagil,57.9194,59.965,0.45,65,100,5.07,RU,1712568873
433,marsabit,2.3284,37.9899,26.27,52,66,2.48,KE,1712568873
434,padre bernardo,-15.35,-48.5,19.97,91,97,0.85,BR,1712568874
435,oranjemund,-28.55,16.4333,16.93,80,95,7.04,NA,1712568874
436,tionk essil,12.7856,-16.5217,25.03,34,2,5.13,SN,1712568874
437,kudahuvadhoo,2.6708,72.8944,29.51,67,81,1.57,MV,1712568874
438,arawa,-6.2132,155.5367,25.15,91,100,1.47,PG,1712568874
439,champerico,14.3,-91.9167,27.39,75,100,3.31,GT,1712568875
440,axim,4.8699,-2.2405,30.92,65,44,3.62,GH,1712568875
441,heroica guaymas,27.9333,-110.9,16.54,49,0,3.08,MX,1712568818
442,sorong,-0.8833,131.25,25.92,90,100,2.52,ID,1712568693
443,basoko,1.2391,23.616,32.75,43,73,1.93,CD,1712568875
444,ketchikan,55.3422,-131.6461,5.19,81,100,3.09,US,1712568798
445,guijuelo,40.5576,-5.6707,10.26,87,90,4.55,ES,1712568876
446,viana do castelo,41.6932,-8.8329,11.6,83,100,7.36,PT,1712568624
447,ta`u,-14.2336,-169.5144,29.25,78,42,5.92,AS,1712568876
448,las palmas de gran canaria,28.0997,-15.4134,21.07,56,75,12.86,ES,1712568876
449,mossel bay,-34.1831,22.146,19.96,94,90,2.31,ZA,1712568876
450,belyy yar,53.6039,91.3903,9.94,40,0,0.0,RU,1712568876
451,dzhalagash,45.0833,64.6667,20.09,25,100,6.92,KZ,1712568877
452,calabozo,8.9242,-67.4293,28.06,60,100,3.92,VE,1712568877
453,laurel,39.0993,-76.8483,8.02,74,75,1.54,US,1712568780
454,aleksandrovsk-sakhalinskiy,50.8975,142.1561,3.09,96,100,0.88,RU,1712568877
455,villa el carmen,11.9801,-86.5057,25.65,68,88,5.62,NI,1712568877
456,koulamoutou,-1.1303,12.4736,25.07,88,100,1.19,GA,1712568877
457,runcu,45.1167,23.1333,19.29,46,24,2.34,RO,1712568790
458,partizansk,43.1258,133.1339,7.89,27,73,3.63,RU,1712568878
459,nuuk,64.1835,-51.7216,-3.66,86,20,2.57,GL,1712568594
460,kapoeta,4.7717,33.5903,30.47,44,88,3.01,SS,1712568878
461,kashin,57.3592,37.6081,13.29,76,95,6.22,RU,1712568878
462,orizona,-17.0314,-48.2958,18.88,85,100,1.91,BR,1712568730
463,mao,39.8885,4.2658,21.31,64,20,8.23,ES,1712568879
464,marka,1.7159,44.7717,32.11,58,41,4.45,SO,1712568879
465,la rinconada,37.4873,-5.9826,17.41,70,0,3.6,ES,1712568879
466,almazan,41.4865,-2.5309,12.6,39,26,8.63,ES,1712568879
467,tacna,-18.0056,-70.2483,17.11,82,0,1.54,PE,1712568879
468,fort mcmurray,56.7268,-111.381,4.73,41,75,2.06,CA,1712568615
469,abou el hassan,36.4166,1.1962,21.69,41,100,5.32,DZ,1712568880
470,aleksandrov gay,50.147,48.5704,17.11,50,48,4.36,RU,1712568880
471,mulki,13.1,74.8,34.6,55,20,4.63,IN,1712568880
472,flying fish cove,-10.4217,105.6791,28.82,74,100,3.6,CX,1712568880
473,fort bragg,35.139,-79.006,9.0,84,0,0.0,US,1712568880
474,levuka,50.1834,-105.4011,0.84,62,100,0.98,CA,1712568881
475,souillac,-20.5167,57.5167,29.21,79,40,3.6,MU,1712568881
476,acarau,-2.8856,-40.12,24.89,90,100,2.09,BR,1712568624
477,nieuw amsterdam,5.8833,-55.0833,24.09,94,0,0.0,SR,1712568881
478,kourou,5.1552,-52.6478,23.03,85,92,2.12,GF,1712568607
479,nuku'alofa,-21.1333,-175.2,25.19,83,40,6.69,TO,1712568882
480,el calafate,-50.3408,-72.2768,2.53,92,81,3.08,AR,1712568755
481,puerto deseado,-47.7503,-65.8938,9.22,47,100,5.22,AR,1712568681
482,yung shue wan,22.2333,114.1167,26.59,88,12,0.45,HK,1712568882
483,la tuque,47.4334,-72.7824,-4.86,86,25,0.0,CA,1712568882
484,sao felipe,-14.8167,-41.3833,20.79,78,22,1.16,BR,1712568883
485,fort st. john,56.2499,-120.8529,0.94,64,75,5.14,CA,1712568867
486,saint-philippe,-21.3585,55.7679,28.77,86,57,3.3,RE,1712568883
487,dalian,38.9122,121.6022,13.96,28,0,6.0,CN,1712568650
488,villa gesell,-37.2639,-56.973,15.94,94,30,3.82,AR,1712568884
489,inhambane,-23.865,35.3833,27.99,69,75,7.72,MZ,1712568884
490,island harbour,50.724,-1.2758,14.61,83,100,5.36,GB,1712568884
491,listowel,52.4464,-9.485,7.03,88,100,3.52,IE,1712568884
492,al jawf,29.5,38.75,23.66,19,0,0.32,SA,1712568884
493,peterhead,57.5058,-1.7981,11.36,79,92,10.21,GB,1712568738
494,general ramirez,-32.176,-60.2008,13.4,95,0,2.83,AR,1712568885
495,ilha de mocambique,-15.0342,40.7358,29.29,66,36,5.74,MZ,1712568885
496,palikir - national government center,6.9248,158.1611,25.41,89,100,1.54,FM,1712568885
497,rundu,-17.9333,19.7667,29.17,44,100,3.16,NA,1712568885
498,mont-tremblant,46.1949,-74.6264,0.2,86,0,0.0,CA,1712568649
499,kwang binh,17.4833,106.6,25.85,90,60,2.5,VN,1712568885
500,hinton,53.4001,-117.5857,1.01,73,98,2.32,CA,1712568886
501,cidreira,-30.1811,-50.2056,20.42,95,100,2.25,BR,1712568886
502,cacapava do sul,-30.5122,-53.4914,16.85,98,85,1.21,BR,1712568886
503,mugia,43.1041,-9.2179,12.17,72,100,10.3,ES,1712568886
504,san fernando de apure,7.8878,-67.4724,28.26,55,99,2.87,VE,1712568886
505,alice town,25.7167,-79.3,21.61,61,93,5.67,BS,1712568886
506,piacabucu,-10.4056,-36.4344,27.11,80,42,0.77,BR,1712568887
507,bondoukou,8.0333,-2.8,31.66,54,64,3.46,CI,1712568887
508,xiva,41.3783,60.3639,18.99,42,100,6.64,UZ,1712568887
509,salinopolis,-0.6136,-47.3561,25.84,89,87,2.72,BR,1712568887
510,evinayong,1.4368,10.5512,22.51,94,100,1.22,GQ,1712568887
511,horta,38.5333,-28.6333,15.8,93,75,6.71,PT,1712568840
512,alaghsas,17.0187,8.0168,34.94,8,94,10.8,NE,1712568888
513,sao borja,-28.6606,-56.0044,19.97,90,100,1.59,BR,1712568888
514,manturovo,58.3353,44.7619,5.44,91,100,4.41,RU,1712568888
515,saint-pierre,-21.3393,55.4781,28.82,70,0,4.63,RE,1712568888
516,glace bay,46.1969,-59.957,0.54,88,75,6.69,CA,1712568868
517,tabou,4.423,-7.3528,30.23,69,16,2.18,CI,1712568888
518,kupino,54.3663,77.2981,11.26,62,85,5.57,RU,1712568631
519,crescent city,41.756,-124.2018,6.38,94,0,0.0,US,1712568865
520,kitgum,3.2783,32.8867,29.93,50,65,1.6,UG,1712568889
521,ubari,26.5921,12.7805,28.33,7,0,3.04,LY,1712568889
522,bamboo flat,11.7,92.7167,32.05,66,20,4.12,IN,1712568889
523,sheridan,44.8333,-106.9173,2.79,94,100,8.75,US,1712568669
524,shenjiamen,29.9576,122.298,11.58,93,100,7.96,CN,1712568890
525,mochudi,-24.4167,26.15,19.33,83,100,6.96,BW,1712568890
526,daru,-9.0763,143.2092,28.19,82,86,2.83,PG,1712568890
527,kapa'a,22.0752,-159.319,23.18,85,75,7.2,US,1712568890
528,sidi ifni,29.3797,-10.173,17.86,88,87,8.36,MA,1712568891
529,al majaridah,19.1236,41.9111,34.09,30,97,6.05,SA,1712568891
530,guadalupe,25.6833,-100.25,23.45,74,100,1.54,MX,1712568469
531,qrendi,35.8347,14.4583,21.81,49,0,3.6,MT,1712568891
532,san ignacio,17.1561,-89.0714,24.08,94,0,2.06,BZ,1712568891
533,anar darah,32.7587,61.654,30.95,9,100,3.81,AF,1712568891
534,porto belo,-27.1578,-48.5531,25.38,100,96,4.16,BR,1712568892
535,genhe,50.7833,121.5167,-1.98,58,3,2.32,CN,1712568892
536,severo-yeniseyskiy,60.3725,93.0408,-1.9,79,18,0.89,RU,1712568892
537,redencao,-4.2258,-38.7306,24.64,93,93,0.33,BR,1712568892
538,sarangani,5.4033,125.4636,28.12,82,100,10.68,PH,1712568892
539,valenca,-13.3703,-39.0731,23.05,81,50,1.52,BR,1712568892
540,coruripe,-10.1256,-36.1756,27.27,77,36,1.36,BR,1712568745
541,holualoa,19.6228,-155.9522,21.91,83,75,1.54,US,1712568893
542,tughyl,47.7252,84.2063,8.22,63,100,1.23,KZ,1712568893
543,lander,42.833,-108.7307,-0.55,87,0,0.0,US,1712568893
544,san luis de la loma,17.2706,-100.8939,23.68,66,12,2.39,MX,1712568894
545,khandud,36.9513,72.318,5.24,42,6,1.41,AF,1712568894
546,kailua-kona,19.6406,-155.9956,23.98,82,75,1.54,US,1712568894
547,pizarro,4.9533,-77.366,25.3,92,98,2.88,CO,1712568894
548,lesnoy,57.6198,63.0784,3.61,73,100,3.65,RU,1712568895
549,kapshagay,43.8833,77.0833,19.54,31,51,6.11,KZ,1712568895
550,coahuayana de hidalgo,18.7,-103.6583,20.32,56,7,1.83,MX,1712568895
551,barclayville,4.6797,-8.2339,30.85,68,13,1.59,LR,1712568895
552,balaklava,44.5,33.6,19.99,37,0,3.1,UA,1712568895
553,birecik,37.0294,37.9903,18.56,46,94,1.89,TR,1712568895
554,tura,25.5198,90.2201,32.23,23,100,3.26,IN,1712568896
555,vernon,50.2581,-119.2691,6.74,52,82,1.03,CA,1712568896
556,ghat,24.9647,10.1728,31.24,9,3,3.46,LY,1712568896
557,morondava,-20.2833,44.2833,30.99,60,6,3.54,MG,1712568896
558,cave creek,33.8333,-111.9508,15.43,38,100,1.79,US,1712568896
559,beau vallon,-20.4189,57.6953,30.12,79,40,3.6,MU,1712568896
560,namibe,-15.1961,12.1522,25.05,68,100,4.17,AO,1712568897
561,san patricio,28.017,-97.5169,23.24,96,90,2.76,US,1712568897
562,qinzhou,21.95,108.6167,21.48,73,98,5.31,CN,1712568897
563,coari,-4.085,-63.1414,23.04,98,88,1.4,BR,1712568897
564,tadine,-21.55,167.8833,23.98,88,100,3.67,NC,1712568897
565,kingston,17.997,-76.7936,26.53,85,20,4.12,JM,1712568652
566,ostersund,63.1792,14.6357,8.12,75,75,2.68,SE,1712568898
567,west raleigh,35.7868,-78.6639,9.46,77,20,0.0,US,1712568602
568,kuanda,56.3161,116.0806,-2.38,82,97,0.87,RU,1712568898
569,verneuil-sur-avre,48.7395,0.9273,14.39,91,100,5.83,FR,1712568898
570,vorkuta,67.5,64.0,-9.38,91,77,6.26,RU,1712568898
571,saint-joseph,-21.3667,55.6167,28.21,85,46,3.19,RE,1712568898
572,cide,41.8921,33.0044,14.24,71,19,2.15,TR,1712568899
573,fale old settlement,-9.3852,-171.2468,29.92,73,8,3.84,TK,1712568899
574,camabatela,-8.1881,15.375,25.39,62,87,1.78,AO,1712568899
575,dungarvan,52.0881,-7.6253,9.5,100,100,4.02,IE,1712568899
576,addis ababa,9.025,38.7469,23.49,57,75,4.12,ET,1712568899
577,guilin,25.2819,110.2864,24.06,72,100,3.49,CN,1712568899
578,mukalla,14.5425,49.1242,29.48,58,7,4.51,YE,1712568900
579,balabac,7.9868,117.0645,28.29,75,100,5.47,PH,1712568900
580,antofagasta,-23.65,-70.4,18.6,85,78,1.78,CL,1712568221
581,papao,-17.75,-149.55,27.82,78,100,1.93,PF,1712568900
582,ngorongoro,-3.2397,35.4875,18.32,74,73,1.45,TZ,1712568900
583,baharly,38.4362,57.4316,23.7,26,100,2.87,TM,1712568901
584,mount gambier,-37.8333,140.7667,12.04,62,96,3.53,AU,1712568901
585,juneau,58.3019,-134.4197,4.0,93,100,10.29,US,1712568724
586,copiapo,-27.3667,-70.3333,12.83,91,0,0.94,CL,1712568695
587,santa cruz,-17.8,-63.1667,24.7,100,75,4.12,BO,1712568750
588,kapustin yar,48.5831,45.7372,19.81,35,72,1.59,RU,1712568902
589,lijiang,26.8688,100.2207,21.7,23,100,5.9,CN,1712568902
590,dalandzadgad,43.5708,104.425,10.88,31,95,8.52,MN,1712568903
591,tual,-5.6667,132.75,28.31,79,100,5.5,ID,1712568903
592,ocean shores,46.9737,-124.1563,9.45,79,100,5.14,US,1712568903
593,balykshi,47.0667,51.8667,15.0,51,20,5.0,KZ,1712568903
594,mizan teferi,6.9833,35.5833,23.59,75,57,1.53,ET,1712568904
595,tizimin,21.15,-88.15,19.78,95,77,2.81,MX,1712568904
596,gargalianoi,37.0667,21.6333,22.42,39,0,3.25,GR,1712568904
597,sao joao da barra,-21.6403,-41.0511,21.05,83,28,2.25,BR,1712568904
598,diu,20.7141,70.9822,31.39,45,0,5.26,IN,1712568905
599,westport,41.1415,-73.3579,6.68,63,0,2.24,US,1712568905
600,aripuana,-9.1667,-60.6333,22.23,100,100,0.26,BR,1712568905
601,greenville,35.6127,-77.3663,7.01,96,0,0.0,US,1712568805
602,red hill,33.9996,-79.2581,9.94,3,100,1.96,US,1712568657
